target.A1ModJulian,target.EarthMJ2000Eq.X,target.EarthMJ2000Eq.Y,target.EarthMJ2000Eq.Z,target.EarthMJ2000Eq.VX,target.EarthMJ2000Eq.VY,target.EarthMJ2000Eq.VZ
21545.36383,-2685.175728,-7795.566442,-3653.292328,6.356583988,-1.760518237,-0.769790939
21545.36545,-1782.461495,-8000.086626,-3741.383717,6.526952052,-1.158099333,-0.48731002
21545.36707,-862.0302568,-8119.095698,-3789.429872,6.627928126,-0.542492181,-0.199230355
21545.36868,66.24381494,-8151.446265,-3796.974765,6.65834301,0.079760604,0.091380597
21545.3703,992.4459239,-8096.925426,-3763.99947,6.61777863,0.702037634,0.381424594
21545.37191,1906.688947,-7956.252668,-3690.92063,6.506577298,1.317682927,0.667793404
21545.37351,2799.258251,-7731.066958,-3578.583248,6.325842664,1.920103621,0.947414526
21545.37512,3660.696606,-7423.904464,-3428.249578,6.077432469,2.502829693,1.217279114
21545.37673,4481.91758,-7038.161367,-3241.58081,5.763938413,3.059594993,1.474479741
21545.37833,5254.280558,-6578.059719,-3020.620473,5.38866715,3.584394279,1.716236965
21545.37993,5969.703305,-6048.584977,-2767.764302,4.955596503,4.071567409,1.939938366
21545.38152,6620.719439,-5455.441544,-2485.738947,4.469344258,4.515847504,2.143160865
21545.38312,7200.570907,-4804.974309,-2177.564516,3.935106858,4.912433856,2.323704329
21545.38471,7703.263321,-4104.102419,-1846.523119,3.358605567,5.25704006,2.479613664
21545.38631,8123.611469,-3360.262688,-1496.13198,2.746038124,5.545935355,2.60919778
21545.3879,8457.303056,-2581.314277,-1130.09833,2.103996105,5.775998006,2.71105386
21545.38949,8700.936558,-1775.449026,-752.2771367,1.439384624,5.944750062,2.784082954
21545.39108,8852.041215,-951.13043,-366.6423435,0.759363731,6.050378449,2.827499351
21545.39267,8909.104626,-116.9938225,22.76004803,0.071256308,6.091759608,2.840841318
21545.39425,8871.583677,718.2281453,411.8469632,-0.617524254,6.068470702,2.823975712
21545.39584,8739.907666,1545.812857,796.5484775,-1.299573995,5.980793417,2.777098883
21545.39743,8515.471671,2357.114483,1172.839025,-1.967564831,5.829708783,2.700733664
21545.39902,8200.623012,3143.655682,1536.780175,-2.614331037,5.61688521,2.595723003
21545.40061,7798.638305,3897.211436,1884.559654,-3.232948199,5.344658069,2.463219699
21545.4022,7313.690676,4609.892529,2212.530106,-3.816810364,5.016000842,2.304672211
21545.40379,6750.810732,5274.222053,2517.244543,-4.359699578,4.634490572,2.121807856
21545.40539,6115.840632,5883.209443,2795.490571,-4.855851262,4.204267581,1.916613363
21545.40698,5415.369422,6430.429851,3044.326924,-5.300021536,3.729981853,1.691309173
21545.40858,4656.700841,6910.06804,3261.103744,-5.68752328,3.216761205,1.448334186
21545.41018,3847.734416,7317.016949,3443.507549,-6.014304073,2.670121016,1.190302842
21545.41178,2996.908969,7646.910406,3589.576049,-6.276968244,2.095916938,0.919982769
21545.41338,2113.141725,7896.165795,3697.717558,-6.472805152,1.500295639,0.640271441
21545.41499,1205.710283,8062.039275,3766.73571,-6.599825495,0.889608396,0.354155434
21545.41659,284.1729601,8142.653649,3795.841768,-6.65677417,0.270352326,0.064682781
21545.4182,-641.7290018,8137.025567,3784.666437,-6.643141472,-0.350898717,-0.225069468
21545.41982,-1562.21458,8045.077688,3733.264225,-6.559161066,-0.967591566,-0.512040798
21545.42143,-2467.469372,7867.651258,3642.119249,-6.405809581,-1.573197422,-0.793189036
21545.42305,-3347.863041,7606.493178,3512.137171,-6.184783767,-2.161354951,-1.065557009
21545.42467,-4193.969901,7264.253884,3344.643993,-5.898489244,-2.725879582,-1.326276877
21545.42629,-4996.719095,6844.453327,3141.368741,-5.550003268,-3.260857861,-1.5726139
21545.42791,-5747.455133,6351.466124,2904.435925,-5.143055515,-3.760680506,-1.801981775
21545.42954,-6438.076953,5790.457819,2636.334435,-4.681970254,-4.220126736,-2.011981519
21545.43117,-7061.112945,5167.335227,2339.893606,-4.171622621,-4.63440517,-2.200420223
21545.4328,-7609.788281,4488.704013,2018.262694,-3.617402883,-4.999189355,-2.365327355
21545.43443,-8078.127196,3761.776549,1674.866849,-3.025142216,-5.310676578,-2.504981565
21545.43606,-8461.006953,2994.311741,1313.378422,-2.401066849,-5.565615021,-2.61792297
21545.43769,-8754.226196,2194.520148,937.6719516,-1.751725842,-5.761341293,-2.702970021
21545.43933,-8954.550631,1370.981929,551.7853363,-1.083931082,-5.895804023,-2.759229976
21545.44096,-9059.754226,532.5494084,159.8738731,-0.404686204,-5.96758589,-2.786108519
21545.4426,-9068.646316,-311.7610802,-233.8405726,0.278892029,-5.975917948,-2.783315698
21545.44423,-8981.087492,-1152.832721,-625.099484,0.959615513,-5.92068812,-2.750869499
21545.44587,-8797.990337,-1981.615694,-1009.685927,1.630350406,-5.802441818,-2.689094899
21545.4475,-8521.311185,-2789.169951,-1383.44456,2.284041874,-5.622378067,-2.598621811
21545.44913,-8154.032223,-3566.781793,-1742.335945,2.91379907,-5.382341243,-2.480380369
21545.45077,-7700.12968,-4306.063438,-2082.482805,3.512967206,-5.084805231,-2.335592801
21545.4524,-7164.522309,-4999.057275,-2400.218239,4.075204672,-4.732846036,-2.165759842
21545.45403,-6553.018823,-5638.315281,-2692.122363,4.594541612,-4.330114848,-1.972647538
21545.45566,-5872.255984,-6216.979185,-2955.05918,5.065440893,-3.880805847,-1.758271562
21545.45729,-5129.608503,-6728.868429,-3186.216792,5.482867478,-3.389605954,-1.524873005
21545.45892,-4333.124178,-7168.53106,-3383.130582,5.842329794,-2.861661383,-1.274902289
21545.46054,-3491.421338,-7531.312936,-3543.714526,6.139938197,-2.302519094,-1.010991176
21545.46216,-2613.592055,-7813.405301,-3666.282465,6.372447986,-1.718071395,-0.735926404
21545.46378,-1709.104151,-8011.882628,-3749.564822,6.537296479,-1.114498746,-0.452622532
21545.4654,-787.6763243,-8124.734548,-3792.722254,6.632637112,-0.49819325,-0.164085797
21545.46702,140.8031391,-8150.877377,-3795.350225,6.657358205,0.124290452,0.126609087
21545.46863,1066.404307,-8090.165167,-3757.48287,6.611102546,0.746317357,0.416357578
21545.47024,1979.262263,-7943.38369,-3679.589085,6.494273594,1.361242232,0.702058197
21545.47185,2869.676605,-7712.236618,-3562.565045,6.308035427,1.962477094,0.980644124
21545.47346,3728.205184,-7399.327035,-3407.724585,6.054308538,2.543556965,1.249113941
21545.47506,4545.808469,-7008.107135,-3216.774201,5.735738884,3.09824206,1.504579104
21545.47666,5313.888953,-6542.852625,-2991.800646,5.355685565,3.620550915,1.744279371
21545.47826,6024.395562,-6008.612127,-2735.246179,4.918186569,4.104839058,1.965619266
21545.47986,6669.930955,-5411.127407,-2449.870155,4.427898472,4.545881189,2.16620588
21545.48146,7243.793361,-4756.786221,-2138.726509,3.890060489,4.938909688,2.343866559
21545.48305,7740.037686,-4052.564799,-1805.136183,3.31044771,5.279666583,2.496672747
21545.48464,8153.561041,-3305.915194,-1452.633581,2.695276475,5.564472365,2.62297116
21545.48623,8480.114175,-2524.740425,-1084.954736,2.051179572,5.790243477,2.72139176
21545.48782,8716.375024,-1717.246509,-705.9673998,1.385077835,5.954551626,2.790874108
21545.48941,8859.949361,-891.9151207,-319.6581538,0.70414923,6.055631522,2.830670685
21545.491,8909.403669,-57.40256245,69.91519061,0.015735681,6.092409147,2.840359115
21545.49259,8864.275322,777.5820111,458.680618,-0.672768282,6.0645126,2.819846031
21545.49418,8725.071051,1604.304181,842.5649026,-1.353949707,5.972272442,2.769366867
21545.49577,8493.263453,2414.129821,1217.552249,-2.020492211,5.816718826,2.689483258
21545.49736,8171.272999,3198.602745,1579.720439,-2.665250874,5.599566398,2.581075142
21545.49895,7762.455557,3949.506101,1925.269453,-3.281312734,5.323200879,2.445333796
21545.50054,7271.052372,4658.984994,2250.578223,-3.862106055,4.990638494,2.283741651
21545.50213,6702.156505,5319.59985,2552.229263,-4.401450672,4.605494988,2.098057205
21545.50372,6061.675172,5924.393295,2827.039545,-4.893617369,4.171950871,1.890298079
21545.50532,5356.263197,6466.977024,3072.100371,-5.333401148,3.694696481,1.662714478
21545.50691,4593.250206,6941.600759,3284.808801,-5.716177243,3.178872669,1.417760798
21545.50851,3780.602392,7343.192376,3462.886016,-6.037931424,2.630035179,1.158078573
21545.51011,2926.800681,7667.440539,3604.41455,-6.295322228,2.054063257,0.886453029
21545.51172,2040.801082,7910.820693,3707.850018,-6.485695471,1.457124926,0.605796614
21545.51332,1131.905926,8070.652552,3772.046511,-6.607122075,0.845583579,0.319104892
21545.51493,209.6833985,8145.12435,3796.26702,-6.658407823,0.225938928,0.029428767
21545.51654,-716.1285943,8133.316412,3780.193348,-6.639101556,-0.39524072,-0.260157299
21545.51815,-1635.71023,8035.218567,3723.933238,-6.549497997,-1.011378619,-0.546583488
21545.51977,-2539.300936,7851.733001,3628.020076,-6.390628136,-1.615983453,-0.826828407
21545.52139,-3417.247198,7584.678411,3493.414263,-6.164252105,-2.20267869,-1.097932787
21545.52301,-4260.160295,7236.768124,3321.491161,-5.872830539,-2.765303706,-1.357046424
21545.52463,-5059.001218,6811.585343,3114.028535,-5.519495637,-3.297964472,-1.60145157
21545.52625,-5805.161234,6313.560964,2873.195213,-5.108025873,-3.79508006,-1.828584416
21545.52788,-6490.592534,5747.910564,2601.520131,-4.642788853,-4.251461473,-2.036071275
21545.5295,-7107.870733,5120.59696,2301.874065,-4.128707614,-4.662344321,-2.221743504
21545.53113,-7650.28246,4438.272813,1977.441772,-3.571212522,-5.02343793,-2.383659909
21545.53276,-8111.922312,3708.186881,1631.677041,-2.976165758,-5.330980717,-2.520131756
21545.5344,-8487.739164,2938.131611,1268.277616,-2.349821798,-5.581762299,-2.629732668
21545.53603,-8773.602967,2136.35819,891.1446916,-1.698763199,-5.773160046,-2.711314969
21545.53766,-8966.364902,1311.45253,504.3242624,-1.029806527,-5.903172401,-2.764024157
21545.5393,-9063.878175,472.2801118,111.9810389,-0.349965692,-5.970427364,-2.787302452
21545.54093,-9065.032676,-372.1232473,-281.6530211,0.333627568,-5.974201866,-2.780896927
21545.54257,-8969.770218,-1212.658946,-672.329171,1.013801031,-5.914430075,-2.744862468
21545.5442,-8779.088826,-2040.253411,-1055.823001,1.683403027,-5.791706208,-2.679562377
21545.54584,-8495.030291,-2845.981099,-1427.991771,2.335392038,-5.607278287,-2.58566438
21545.54747,-8120.654706,-3621.158559,-1784.818097,2.962903399,-5.363034983,-2.464133678
21545.54911,-7660.014643,-4357.424816,-2122.447248,3.559305827,-5.061493807,-2.316226746
21545.55074,-7118.097841,-5046.858861,-2437.241357,4.118289264,-4.705770134,-2.143475785
21545.55237,-6500.782273,-5682.047617,-2725.810697,4.63391421,-4.299555396,-1.947677919
21545.554,-5814.773415,-6256.17153,-2985.052935,5.100677126,-3.847084533,-1.73087916
21545.55563,-5067.494735,-6763.105956,-3212.199175,5.5135908,-3.353073028,-1.495344
21545.55725,-4267.063555,-7197.441794,-3404.823388,5.868201184,-2.822710449,-1.243552117
21545.55888,-3422.11824,-7554.596522,-3560.892143,6.16068004,-2.261555439,-0.978148173
21545.5605,-2541.788224,-7830.819437,-3678.766763,6.387833524,-1.675524526,-0.701936398
21545.56212,-1635.569275,-8023.24744,-3757.227852,6.547153938,-1.070817246,-0.41784492
21545.56374,-713.2059884,-8129.934711,-3795.48773,6.636852015,-0.453844503,-0.128891843
21545.56536,215.4098697,-8149.866097,-3793.195444,6.65587732,0.168834232,0.161844419
21545.56697,1140.3486,-8082.963054,-3750.438196,6.60393362,0.790580729,0.451258012
21545.56858,2051.752126,-7930.078688,-3667.737664,6.481485952,1.404750163,0.73624952
21545.57019,2939.939203,-7692.98246,-3546.04154,6.289759349,2.004762605,1.013759411
21545.57179,3795.507135,-7374.335663,-3386.710789,6.030729635,2.584174376,1.280801339
21545.5734,4609.431441,-6977.657087,-3191.502344,5.707105318,3.13675016,1.534495664
21545.575,5373.166692,-6507.274781,-2962.545279,5.322296744,3.656537892,1.772104117
21545.5766,6078.712636,-5968.286593,-2702.321505,4.880390668,4.13792171,1.991054287
21545.5782,6718.71046,-5366.495302,-2413.634216,4.386101981,4.575696672,2.188973962
21545.57979,7286.525094,-4708.329078,-2099.569667,3.844710974,4.965135003,2.363721329
21545.58138,7776.281786,-4000.796038,-1763.475406,3.262026182,5.302021439,2.513401067
21545.58298,8182.941534,-3251.387665,-1408.91417,2.644302733,5.582715122,2.636392252
21545.58457,8502.332209,-2468.023744,-1039.637687,1.99819249,5.804180579,2.731362227
21545.58616,8731.201408,-1658.94134,-659.5341119,1.330645911,5.964032747,2.797286395
21545.58775,8867.232712,-832.6359245,-272.6002301,0.648855034,6.060555389,2.833456108
21545.58934,8909.070918,2.229500836,117.1013693,-0.039831383,6.092724018,2.839488295
21545.59092,8856.332111,836.9344111,505.4938492,-0.728009514,6.060216573,2.815329131
21545.59251,8709.601323,1662.757541,888.5127075,-1.408278682,5.96341322,2.761253183
21545.5941,8470.429456,2471.068181,1262.148436,-2.073328031,5.803393611,2.677860996
21545.59569,8141.317878,3253.416951,1622.488777,-2.71602217,5.58192357,2.56607173
21545.59728,7725.685377,4001.633032,1965.763746,-3.329490984,5.301427771,2.427109199
21545.59887,7227.852182,4707.870429,2288.367124,-3.907176055,4.964972112,2.262492985
21545.60046,6652.97775,5364.725314,2586.910456,-4.442933462,4.576213437,2.074013569
21545.60206,6007.036799,5965.2755,2858.241257,-4.931070562,4.139374004,1.863719851
21545.60365,5296.736148,6503.182679,3099.489673,-5.366431617,3.659175321,1.633887075
21545.60525,4529.45935,6972.743095,3308.091461,-5.744438752,3.140790645,1.386994022
21545.60685,3713.214167,7368.93923,3481.811472,-6.061131487,2.589799698,1.125701258
21545.60845,2856.531127,7687.511239,3618.775663,-6.313219752,2.012111092,0.852814134
21545.61005,1968.375906,7925.000964,3717.490503,-6.498112488,1.413895309,0.571251018
21545.61166,1058.0807,8078.784819,3776.857418,-6.613935695,0.801531957,0.284018335
21545.61327,135.2329652,8147.112154,3796.189213,-6.659553262,0.181530058,-0.005827014
21545.61488,-790.4186662,8129.126765,3775.218833,-6.634573315,-0.439538132,-0.29520873
21545.61649,-1709.050566,8024.883701,3714.106038,-6.539350442,-1.055096003,-0.581058721
21545.61747,-2256.256939,7920.537211,3657.993522,-6.448264736,-1.421397743,-0.750687198
