MWPT.A1ModJulian,MWPT.EarthMJ2000Eq.X,MWPT.EarthMJ2000Eq.Y,MWPT.EarthMJ2000Eq.Z,MWPT.EarthMJ2000Eq.VX,MWPT.EarthMJ2000Eq.VY,MWPT.EarthMJ2000Eq.VZ
21545.40838,4829.467132,-7044.969684,-3214.903867,5.62334628,3.093302987,1.51816969
21545.41003,5602.953836,-6568.010759,-2982.077484,5.233972468,3.601407727,1.749839272
21545.41168,6317.919439,-6020.736915,-2717.255767,4.789491305,4.07080919,1.962688856
21545.41333,6966.619828,-5408.913567,-2423.236001,4.29461848,4.496599171,2.154490325
21545.41498,7542.02112,-4739.005834,-2103.13256,3.754576648,4.874338477,2.32324181
21545.41664,8037.853795,-4018.135009,-1760.355773,3.175060795,5.200083347,2.467179598
21545.41829,8448.704543,-3253.982682,-1398.565856,2.562163447,5.470436962,2.584801174
21545.41995,8770.071287,-2454.714073,-1021.636309,1.922317498,5.682577476,2.67487755
21545.42161,8998.414683,-1628.892797,-633.6133444,1.262233886,5.834284749,2.736464904
21545.42327,9131.200657,-785.3972093,-238.6761827,0.588842072,5.923962458,2.768914089
21545.42493,9166.937785,66.70342843,158.921317,-0.09080031,5.950658453,2.771878889
21545.42659,9105.189942,918.2365097,554.8917815,-0.769567918,5.914070548,2.745317876
21545.42825,8946.585568,1760.016836,944.9568857,-1.440330245,5.814551853,2.689496025
21545.42991,8692.81459,2582.959912,1324.900248,-2.09603203,5.65311,2.604983216
21545.43157,8346.604689,3378.196252,1690.620508,-2.729774755,5.431394738,2.492647276
21545.43322,7911.695779,4137.151236,2038.16831,-3.334871405,5.151685923,2.353647585
21545.43488,7392.800019,4851.645096,2363.792472,-3.904918368,4.816873741,2.189424803
21545.43654,6795.535388,5514.000941,2663.989503,-4.43387518,4.430423093,2.001683083
21545.43819,6126.393717,6117.093489,2935.525982,-4.916098705,3.996361219,1.792383769
21545.43985,5392.620241,6654.478159,3175.497112,-5.346443442,3.519208722,1.563711746
21545.4415,4602.171098,7120.420669,3381.339999,-5.720284495,3.003961318,1.318066538
21545.44315,3763.617569,7509.972675,3550.867633,-6.033579498,2.456037028,1.058036725
21545.4448,2886.007986,7819.041619,3682.299525,-6.282928202,1.881195072,0.786361196
21545.44644,1978.806145,8044.408874,3774.269347,-6.465592607,1.285503741,0.505913791
21545.44809,1051.784324,8183.768099,3825.841322,-6.579535118,0.67527747,0.219673329
21545.44973,114.8896301,8235.751707,3836.520662,-6.623448781,0.056994656,-0.069315251
21545.45137,-821.8406916,8199.936762,3806.255125,-6.596772076,-0.562754228,-0.357965388
21545.453,-1748.432891,8076.842205,3735.431499,-6.499697598,-1.177366149,-0.643195533
21545.45464,-2655.015871,7867.921596,3624.871649,-6.333177128,-1.780251466,-0.921941429
21545.45627,-3531.977607,7575.540604,3475.819738,-6.098914488,-2.364939687,-1.191205425
21545.4579,-4370.046805,7202.949024,3289.927956,-5.799353106,-2.925137885,-1.448083647
21545.45952,-5160.426754,6754.221065,3069.226693,-5.437636879,-3.454825944,-1.689809944
21545.46115,-5894.831495,6234.227448,2816.110944,-5.017594981,-3.948288245,-1.913770552
21545.46277,-6565.585018,5648.57883,2533.312413,-4.543701762,-4.400188759,-2.117538623
21545.46439,-7165.709054,5003.555272,2223.865265,-4.021023119,-4.80563966,-2.298905537
21545.46601,-7688.996372,4306.02439,1891.066807,-3.455151283,-5.160260899,-2.455907812
21545.46763,-8130.045828,3563.392669,1538.454165,-2.852164084,-5.460214025,-2.586842365
21545.46924,-8484.324063,2783.522144,1169.764426,-2.218553808,-5.702253665,-2.69028954
21545.47086,-8748.21901,1974.616873,788.8808106,-1.56112923,-5.883772862,-2.765132869
21545.47247,-8919.050724,1145.179594,399.8121766,-0.886972721,-6.002818153,-2.810565511
21545.47408,-8995.105155,303.9017755,6.641136164,-0.203341631,-6.058118772,-2.82610245
21545.4757,-8975.645496,-540.3987619,-386.5053262,0.482392869,-6.049098681,-2.811585215
21545.47731,-8860.917277,-1378.913978,-775.5195162,1.162867538,-5.975882663,-2.767182905
21545.47892,-8652.146972,-2202.865716,-1156.322525,1.830754756,-5.839295306,-2.693391303
21545.48054,-8351.523419,-3003.653689,-1524.933058,2.478893664,-5.640846885,-2.59102429
21545.48215,-7962.175352,-3772.91388,-1877.494449,3.100347632,-5.382714147,-2.461203983
21545.48376,-7488.154555,-4502.582636,-2210.304418,3.688465133,-5.067723064,-2.305351723
21545.48538,-6934.375755,-5185.017898,-2519.870777,4.236984915,-4.699301256,-2.125164232
21545.487,-6306.590262,-5813.04084,-2802.930562,4.740074793,-4.281451563,-1.922600615
21545.48862,-5611.317763,-6380.02922,-3056.492603,5.192409801,-3.818697024,-1.699855433
21545.49024,-4855.782685,-6879.982198,-3277.866864,5.589224808,-3.316028559,-1.459333404
21545.49186,-4047.858963,-7307.573607,-3464.688512,5.926355543,-2.778858379,-1.203626943
21545.49348,-3195.988433,-7658.216982,-3614.947042,6.200286591,-2.212956411,-0.935485675
21545.49511,-2309.081594,-7928.122167,-3727.011203,6.408190295,-1.624376015,-0.657781086
21545.49674,-1396.445799,-8114.329979,-3799.644085,6.547946424,-1.019399291,-0.373480598
21545.49837,-467.6829951,-8214.7512,-3832.019749,6.61816361,-0.404463789,-0.085612954
21545.50001,467.3993488,-8228.192761,-3823.734072,6.618189587,0.213900181,0.202761292
21545.50164,1398.907876,-8154.376731,-3774.811747,6.548114698,0.829150476,0.488587671
21545.50328,2316.937122,-7993.950409,-3685.709825,6.408768659,1.434781699,0.768840507
21545.50492,3211.714967,-7748.481581,-3557.313221,6.2017049,2.024419125,1.040566579
21545.50657,4073.683922,-7420.447135,-3390.928098,5.929181086,2.591868358,1.300908061
21545.50821,4893.597005,-7013.217569,-3188.273099,5.594137299,3.131172986,1.547129158
21545.50986,5662.639794,-6531.018435,-2951.459404,5.200156928,3.636688014,1.776649819
21545.51151,6372.508264,-5978.900286,-2682.975423,4.751436577,4.103123075,1.987065488
21545.51316,7015.529521,-5362.668693,-2385.652202,4.252725551,4.525613053,2.176179158
21545.51481,7584.71658,-4688.850015,-2062.646507,3.709296638,4.899744957,2.342013497
21545.51647,8073.874512,-3964.600911,-1717.396869,3.126873515,5.221618528,2.482838022
21545.51812,8477.664283,-3197.633146,-1353.587423,2.51157285,5.487879418,2.597183694
21545.51978,8791.65499,-2396.148048,-975.1164104,1.869856104,5.695745452,2.683854445
21545.52144,9012.384846,-1568.739193,-586.0497322,1.208457587,5.843039683,2.741941472
21545.5231,9137.403538,-724.2987709,-190.5765084,0.534317094,5.928212567,2.770832532
21545.52476,9165.303375,128.0892609,207.0413442,-0.145496775,5.950358375,2.770218382
21545.52642,9095.733925,979.2499889,602.5164644,-0.82385759,5.909222526,2.740095064
21545.52808,8929.408449,1820.004477,991.5767979,-1.49364057,5.805205272,2.680764671
21545.52974,8668.099008,2641.282962,1370.018405,-2.147802932,5.639359956,2.592833228
21545.5314,8314.615782,3434.229063,1733.753821,-2.779457401,5.413382747,2.477204703
21545.53306,7872.779277,4190.290645,2078.854085,-3.381935847,5.129599363,2.335073752
21545.53471,7347.373154,4901.325495,2401.597344,-3.948865811,4.790940775,2.167913121
21545.53637,6744.099663,5559.679115,2698.504498,-4.474226262,4.400921786,1.977462695
21545.53803,6069.488656,6158.298341,2966.390781,-4.95243366,3.963590522,1.765704495
21545.53968,5330.865828,6690.765436,3202.381231,-5.378366496,3.483516855,1.534856815
21545.54133,4536.236486,7151.404313,3403.958381,-5.747449483,2.965726428,1.287342011
21545.54298,3694.198205,7535.333169,3568.985438,-6.055697166,2.41565313,1.025763541
21545.54463,2813.84965,7838.511854,3695.726928,-6.29975542,1.839088604,0.75288166
21545.54627,1904.691492,8057.784168,3782.866829,-6.476940904,1.242125703,0.471586309
21545.54792,976.4973736,8190.914067,3829.52336,-6.585277524,0.631080976,0.184860276
21545.54956,39.23683314,8236.598267,3835.253603,-6.623515407,0.012449636,-0.104242217
21545.5512,-897.053114,8194.481718,3800.058607,-6.591153435,-0.607175069,-0.392633584
21545.55283,-1822.393498,8065.152424,3724.378885,-6.488445923,-1.221182858,-0.677230859
21545.55447,-2726.933683,7850.131935,3609.088803,-6.316405983,-1.82299304,-0.954977599
21545.5561,-3601.08533,7551.852182,3455.48352,-6.076797785,-2.406145552,-1.222886298
21545.55773,-4435.628004,7173.617301,3265.259396,-5.772115911,-2.964375513,-1.478072912
21545.55935,-5221.777768,6719.572364,3040.498217,-5.40556905,-3.49166503,-1.717780839
21545.56098,-5951.303856,6194.641944,2783.636545,-4.981037762,-3.982328885,-1.939420253
21545.5626,-6616.586517,5604.487486,2497.444802,-4.503045413,-4.431062247,-2.140589951
21545.56422,-7210.712438,4955.430223,2184.98966,-3.976699032,-4.833014627,-2.319110927
21545.56584,-7727.532746,4254.385765,1849.60248,-3.40763717,-5.183839272,-2.473048593
21545.56746,-8161.721684,3508.787637,1494.842591,-2.801966375,-5.479743083,-2.600735053
21545.56907,-8508.818884,2726.52273,1124.466377,-2.166204977,-5.717525005,-2.700786111
21545.57069,-8765.282481,1915.827457,742.3778726,-1.507192746,-5.894621053,-2.772120784
21545.5723,-8928.512395,1085.210463,352.5922253,-0.832020195,-6.009127838,-2.813971114
21545.57391,-8996.869691,243.3973158,-40.79053537,-0.147974219,-6.059821683,-2.825890192
21545.57553,-8969.699367,-600.8186098,-433.6555012,0.53759364,-6.046178675,-2.807759277
21545.57714,-8847.325983,-1438.606373,-821.8870378,1.217302913,-5.968373672,-2.75978674
21545.57875,-8631.054364,-2261.206954,-1201.41995,1.883844444,-5.827281019,-2.682506678
21545.58037,-8323.147893,-3060.037915,-1568.288007,2.530076186,-5.624457994,-2.576769542
21545.58198,-7926.814813,-3826.743079,-1918.646995,3.149073514,-5.362131356,-2.443734975
21545.5836,-7446.171058,-4553.298929,-2248.82378,3.734224086,-5.043166592,-2.284855798
21545.58521,-6886.207983,-5232.08124,-2555.346926,4.279288718,-4.671038768,-2.101863325
21545.58683,-6252.740589,-5855.951049,-2834.985976,4.778475742,-4.24978925,-1.89674583
21545.58845,-5552.340786,-6418.334434,-3084.787578,5.226507884,-3.783971689,-1.671722125
21545.59007,-4792.293078,-6913.271379,-3302.097589,5.618661973,-3.278612623,-1.429222424
21545.59169,-3980.527168,-7335.483757,-3484.591672,5.950821574,-2.73915688,-1.171861866
21545.59332,-3125.516684,-7680.446401,-3630.30672,6.219529449,-2.171391048,-0.902403818
21545.59494,-2236.208534,-7944.426387,-3737.657997,6.422012571,-1.581388341,-0.623733619
21545.59657,-1321.941793,-8124.52506,-3805.45735,6.556207537,-0.975447846,-0.33882969
21545.5982,-392.3381553,-8218.717934,-3832.929915,6.620782513,-0.360016554,-0.050726681
21545.59984,542.7799889,-8225.878591,-3819.723838,6.61514564,0.258368435,0.237511749
21545.60147,1473.526025,-8145.796307,-3765.916083,6.539447179,0.87317182,0.522835938
21545.60311,2390.00226,-7979.184148,-3672.015263,6.394574928,1.477894889,0.802226477
21545.60475,3282.447249,-7727.676128,-3538.95768,6.182140067,2.066170609,1.072738406
21545.6064,4141.326313,-7393.814033,-3368.099545,5.904456177,2.6318193,1.331526907
21545.60804,4957.417462,-6981.0349,-3161.209561,5.564519977,3.168899687,1.575870858
21545.60969,5721.948011,-6493.62536,-2920.44515,5.165966382,3.671791926,1.803210834
21545.61134,6426.674844,-5936.682925,-2648.332906,4.713031572,4.135242409,2.011169419
21545.61299,7063.95876,-5316.082728,-2347.751676,4.210522345,4.554403959,2.197569466
21545.61465,7626.893662,-4638.380268,-2021.884827,3.663735783,4.924911692,2.36046809
21545.6163,8109.348948,-3910.771191,-1674.200643,3.07842754,5.242901805,2.498164911
21545.61796,8506.044807,-3141.021023,-1308.418108,2.460757716,5.505052349,2.609220127
21545.61962,8812.626492,-2337.369381,-928.4608156,1.817218329,5.708624047,2.692472278
21545.62127,9025.719418,-1508.419856,-538.404538,1.154551293,5.851489677,2.747050483
21545.62293,9142.954996,-663.0816399,-142.4494292,0.479709358,5.932145397,2.772379033
21545.62459,9163.008741,189.5543434,255.1385149,-0.200234167,5.949731919,2.768185631
21545.62625,9085.614469,1040.301234,650.0678245,-0.878144356,5.904041583,2.734503627
21545.62791,8911.571198,1879.984731,1038.072369,-1.546901282,5.795522614,2.671672597
21545.62957,8642.733434,2699.552009,1414.962058,-2.199476883,5.625274395,2.580334727
21545.63123,8281.997863,3490.153524,1776.660853,-2.82899062,5.395042054,2.461431256
21545.63289,7833.260577,4243.272581,2119.266472,-3.428803923,5.107193841,2.31619017
21545.63455,7301.380845,4950.797411,2439.083442,-3.992570019,4.764703956,2.146117248
21545.6362,6692.125205,5605.117824,2732.667217,-4.514304784,4.37112397,1.9529814
21545.63786,6012.106119,6199.207427,2996.861468,-4.988447854,3.930551646,1.738798951
21545.63951,5268.686537,6726.717769,3228.840294,-5.409935208,3.447578189,1.505807655
21545.64116,4469.940261,7182.014598,3426.124473,-5.774227637,2.927271944,1.256458504
21545.64281,3624.493618,7560.283519,3586.627843,-6.077396806,2.375084758,0.993370405
21545.64446,2741.480557,7857.544182,3708.663151,-6.316140322,1.796831489,0.719320265
21545.64611,1830.432579,8070.70235,3790.964328,-6.487829035,1.19862628,0.437212312
21545.64775,901.1490572,8197.586938,3832.701377,-6.590544149,0.586804537,0.150040932
21545.64939,-36.39519613,8236.963446,3833.484934,-6.623096883,-0.032132347,-0.139135571
21545.65103,-972.1691752,8188.543917,3793.3687,-6.585046477,-0.651591756,-0.427230282
21545.65267,-1896.180452,8052.985671,3712.847072,-6.476709888,-1.264950563,-0.711156268
21545.6543,-2798.62065,7831.872892,3592.843824,-6.299157969,-1.865651706,-0.987871647
21545.65593,-3669.912822,7527.703302,3434.70497,-6.054215429,-2.447237872,-1.254395415
21545.65756,-4500.867186,7143.843764,3240.175106,-5.744435114,-3.003459405,-1.507857373
21545.65919,-5282.73783,6684.500007,3011.382173,-5.373082385,-3.528318297,-1.745518459
21545.66081,-6007.34543,6154.649521,2750.803795,-4.944088164,-4.016158061,-1.964811862
21545.66179,-6412.016579,5804.720182,2580.100835,-4.660475974,-4.289264558,-2.086745036
